id,date,region,category,value
2142,2020-03-05,Ontario,Residential,0.42
2143,2020-03-07,Ontario,Residential,-1.46
2144,2020-03-09,Ontario,Residential,0.57
2145,2020-03-11,Ontario,Residential,0.93
2146,2020-03-13,Ontario,Residential,3.47
2147,2020-03-15,Ontario,Residential,3.97
2148,2020-03-17,Ontario,Residential,14.57
2149,2020-03-19,Ontario,Residential,19.0
2150,2020-03-21,Ontario,Residential,12.75
2151,2020-03-23,Ontario,Residential,22.13
2152,2020-03-25,Ontario,Residential,24.67
2153,2020-02-23,Ontario,Grocery & pharmacy,6.04
2154,2020-02-25,Ontario,Grocery & pharmacy,6.96
2155,2020-02-27,Ontario,Grocery & pharmacy,-12.1
2156,2020-02-29,Ontario,Grocery & pharmacy,6.29
2157,2020-03-02,Ontario,Grocery & pharmacy,3.54
2158,2020-03-04,Ontario,Grocery & pharmacy,4.06
2159,2020-03-06,Ontario,Grocery & pharmacy,-4.03
2160,2020-03-08,Ontario,Grocery & pharmacy,9.82
2161,2020-03-10,Ontario,Grocery & pharmacy,3.9
2162,2020-03-12,Ontario,Grocery & pharmacy,32.11
2163,2020-03-14,Ontario,Grocery & pharmacy,25.76
2164,2020-03-16,Ontario,Grocery & pharmacy,26.65
2165,2020-03-18,Ontario,Grocery & pharmacy,1.22
2166,2020-03-20,Ontario,Grocery & pharmacy,-7.89
2167,2020-03-22,Ontario,Grocery & pharmacy,-21.91
2168,2020-03-24,Ontario,Grocery & pharmacy,-11.53
2169,2020-03-26,Ontario,Grocery & pharmacy,-22.06
2170,2020-03-28,Ontario,Grocery & pharmacy,-28.53
2171,2020-02-16,Ontario,Parks,44.22
2172,2020-02-18,Ontario,Parks,-5.37
2173,2020-02-20,Ontario,Parks,2.51
2174,2020-02-22,Ontario,Parks,44.31
2175,2020-02-24,Ontario,Parks,18.11
2176,2020-02-26,Ontario,Parks,-15.21
2177,2020-02-28,Ontario,Parks,-10.03
2178,2020-03-01,Ontario,Parks,23.35
2179,2020-03-03,Ontario,Parks,-5.92
2180,2020-03-05,Ontario,Parks,21.47
2181,2020-03-07,Ontario,Parks,40.81
2182,2020-03-09,Ontario,Parks,40.49
2183,2020-03-11,Ontario,Parks,0.62
2184,2020-03-13,Ontario,Parks,-6.91
2185,2020-03-15,Ontario,Parks,43.51
2186,2020-03-17,Ontario,Parks,1.84
2187,2020-03-19,Ontario,Parks,10.6
2188,2020-03-21,Ontario,Parks,16.49
2189,2020-03-23,Ontario,Parks,-39.14
2190,2020-03-25,Ontario,Parks,4.94
2191,2020-03-27,Ontario,Parks,10.02
2192,2020-03-29,Ontario,Parks,-13.72
2193,2020-02-17,Ontario,Transit stations,-39.64
2194,2020-02-19,Ontario,Transit stations,-2.06
2195,2020-02-21,Ontario,Transit stations,-1.42
2196,2020-02-23,Ontario,Transit stations,9.32
2197,2020-02-25,Ontario,Transit stations,1.14
2198,2020-02-27,Ontario,Transit stations,-5.43
2199,2020-02-29,Ontario,Transit stations,6.43
2200,2020-03-02,Ontario,Transit stations,-1.57
2201,2020-03-04,Ontario,Transit stations,-0.36
2202,2020-03-06,Ontario,Transit stations,-3.04
2203,2020-03-08,Ontario,Transit stations,5.97
2204,2020-03-10,Ontario,Transit stations,-4.41
2205,2020-03-12,Ontario,Transit stations,-5.76
2206,2020-03-14,Ontario,Transit stations,-16.63
2207,2020-03-16,Ontario,Transit stations,-39.41
2208,2020-03-18,Ontario,Transit stations,-51.26
2209,2020-03-20,Ontario,Transit stations,-56.4
2210,2020-03-22,Ontario,Transit stations,-55.26
2211,2020-03-24,Ontario,Transit stations,-64.23
2212,2020-03-26,Ontario,Transit stations,-68.24
2213,2020-03-28,Ontario,Transit stations,-64.8
2214,2020-02-16,Ontario,Workplace,-1.9
2215,2020-02-18,Ontario,Workplace,-0.19
2216,2020-02-20,Ontario,Workplace,1.65
2217,2020-02-22,Ontario,Workplace,7.24
2218,2020-02-24,Ontario,Workplace,2.42
2219,2020-02-26,Ontario,Workplace,-2.14
2220,2020-02-28,Ontario,Workplace,-1.46
2221,2020-03-01,Ontario,Workplace,6.0
2222,2020-03-03,Ontario,Workplace,4.42
2223,2020-03-05,Ontario,Workplace,0.38
2224,2020-03-07,Ontario,Workplace,8.52
2225,2020-03-09,Ontario,Workplace,2.96
2226,2020-03-11,Ontario,Workplace,2.09
2227,2020-03-13,Ontario,Workplace,-4.22
2228,2020-03-15,Ontario,Workplace,-5.72
2229,2020-03-17,Ontario,Workplace,-38.74
2230,2020-03-19,Ontario,Workplace,-47.17
2231,2020-03-21,Ontario,Workplace,-33.6
2232,2020-03-23,Ontario,Workplace,-55.08
2233,2020-03-25,Ontario,Workplace,-60.87
2234,2020-03-27,Ontario,Workplace,-60.61
2235,2020-03-29,Ontario,Workplace,-45.91
2236,2020-02-17,Ontario,Residential,16.1
2237,2020-02-19,Ontario,Residential,0.44
2238,2020-02-21,Ontario,Residential,1.37
2239,2020-02-23,Ontario,Residential,-1.34
2240,2020-02-25,Ontario,Residential,-0.37
2241,2020-02-27,Ontario,Residential,5.23
2242,2020-02-29,Ontario,Residential,-0.91
2243,2020-03-02,Ontario,Residential,0.46
2244,2020-03-04,Ontario,Residential,0.11
2245,2020-03-06,Ontario,Residential,1.0
2246,2020-03-08,Ontario,Residential,-0.81
2247,2020-03-10,Ontario,Residential,0.85
2248,2020-03-12,Ontario,Residential,1.2
2249,2020-03-14,Ontario,Residential,3.43
2250,2020-03-16,Ontario,Residential,10.94
2251,2020-03-18,Ontario,Residential,17.3
2252,2020-03-20,Ontario,Residential,21.28
2253,2020-03-22,Ontario,Residential,11.64
2254,2020-03-24,Ontario,Residential,22.34
2255,2020-03-26,Ontario,Residential,25.84
2256,2020-03-28,Ontario,Residential,16.16
2257,2020-02-16,Prince Edward Island,Retail & recreation,29.17
2258,2020-03-27,Ontario,Residential,25.67
2259,2020-03-29,Ontario,Residential,14.09
2260,2020-02-17,Prince Edward Island,Retail & recreation,-35.32
2261,2020-02-19,Prince Edward Island,Retail & recreation,-4.32
2262,2020-02-21,Prince Edward Island,Retail & recreation,-3.59
2263,2020-02-23,Prince Edward Island,Retail & recreation,28.05
2264,2020-02-25,Prince Edward Island,Retail & recreation,-1.41
2265,2020-02-27,Prince Edward Island,Retail & recreation,-9.85
2266,2020-02-29,Prince Edward Island,Retail & recreation,4.7
2267,2020-03-02,Prince Edward Island,Retail & recreation,1.17
2268,2020-03-04,Prince Edward Island,Retail & recreation,1.75
2269,2020-03-06,Prince Edward Island,Retail & recreation,6.25
2270,2020-03-08,Prince Edward Island,Retail & recreation,26.23
2271,2020-03-10,Prince Edward Island,Retail & recreation,-8.59
2272,2020-03-12,Prince Edward Island,Retail & recreation,7.81
2273,2020-03-14,Prince Edward Island,Retail & recreation,-16.86
2274,2020-03-16,Prince Edward Island,Retail & recreation,-18.25
2275,2020-03-18,Prince Edward Island,Retail & recreation,-30.95
2276,2020-03-20,Prince Edward Island,Retail & recreation,-56.77
2277,2020-03-22,Prince Edward Island,Retail & recreation,-52.27
2278,2020-03-24,Prince Edward Island,Retail & recreation,-64.13
2279,2020-03-26,Prince Edward Island,Retail & recreation,-57.35
2280,2020-03-28,Prince Edward Island,Retail & recreation,-58.0
2281,2020-02-16,Prince Edward Island,Grocery & pharmacy,25.79
2282,2020-02-18,Prince Edward Island,Grocery & pharmacy,16.98
2283,2020-02-20,Prince Edward Island,Grocery & pharmacy,-0.77
2284,2020-02-22,Prince Edward Island,Grocery & pharmacy,-3.3
2285,2020-02-24,Prince Edward Island,Grocery & pharmacy,-5.23
2286,2020-02-26,Prince Edward Island,Grocery & pharmacy,4.41
2287,2020-02-28,Prince Edward Island,Grocery & pharmacy,-9.56
2288,2020-03-01,Prince Edward Island,Grocery & pharmacy,-6.46
2289,2020-03-03,Prince Edward Island,Grocery & pharmacy,3.15
2290,2020-03-05,Prince Edward Island,Grocery & pharmacy,-0.39
2291,2020-03-07,Prince Edward Island,Grocery & pharmacy,-10.48
2292,2020-03-09,Prince Edward Island,Grocery & pharmacy,-2.02
2293,2020-03-11,Prince Edward Island,Grocery & pharmacy,-0.41
2294,2020-03-13,Prince Edward Island,Grocery & pharmacy,35.48
2295,2020-03-15,Prince Edward Island,Grocery & pharmacy,18.27
2296,2020-03-17,Prince Edward Island,Grocery & pharmacy,7.5
2297,2020-03-19,Prince Edward Island,Grocery & pharmacy,-9.59
2298,2020-03-21,Prince Edward Island,Grocery & pharmacy,-29.05
2299,2020-03-23,Prince Edward Island,Grocery & pharmacy,-24.91
2300,2020-03-25,Prince Edward Island,Grocery & pharmacy,-20.49
2301,2020-03-27,Prince Edward Island,Grocery & pharmacy,-26.97
2302,2020-03-29,Prince Edward Island,Grocery & pharmacy,-19.36
2303,2020-02-17,Prince Edward Island,Workplace,-62.53
2304,2020-02-19,Prince Edward Island,Workplace,-3.12
2305,2020-02-21,Prince Edward Island,Workplace,-2.22
2306,2020-02-23,Prince Edward Island,Workplace,11.02
2307,2020-02-25,Prince Edward Island,Workplace,-1.77
2308,2020-02-27,Prince Edward Island,Workplace,-4.71
2309,2020-02-29,Prince Edward Island,Workplace,1.03
2310,2020-03-02,Prince Edward Island,Workplace,2.65
2311,2020-03-04,Prince Edward Island,Workplace,0.0
2312,2020-03-06,Prince Edward Island,Workplace,-5.25
2313,2020-03-08,Prince Edward Island,Workplace,13.39
2314,2020-03-10,Prince Edward Island,Workplace,-0.79
2315,2020-03-12,Prince Edward Island,Workplace,-0.39
2316,2020-03-14,Prince Edward Island,Workplace,-3.63
2317,2020-03-16,Prince Edward Island,Workplace,-24.03
2318,2020-03-18,Prince Edward Island,Workplace,-42.19
2319,2020-03-20,Prince Edward Island,Workplace,-51.21
2320,2020-03-22,Prince Edward Island,Workplace,-29.92
2321,2020-03-24,Prince Edward Island,Workplace,-56.38
2322,2020-03-26,Prince Edward Island,Workplace,-56.28
2323,2020-03-28,Prince Edward Island,Workplace,-45.59
2324,2020-02-17,Prince Edward Island,Residential,14.23
2325,2020-02-19,Prince Edward Island,Residential,1.78
2326,2020-02-21,Prince Edward Island,Residential,1.78
2327,2020-02-25,Prince Edward Island,Residential,0.27
2328,2020-02-27,Prince Edward Island,Residential,5.32
2329,2020-03-02,Prince Edward Island,Residential,0.83
2330,2020-03-04,Prince Edward Island,Residential,1.31
2331,2020-03-06,Prince Edward Island,Residential,1.5
2332,2020-03-10,Prince Edward Island,Residential,2.17
2333,2020-03-12,Prince Edward Island,Residential,0.14
2334,2020-03-16,Prince Edward Island,Residential,8.76
2335,2020-03-18,Prince Edward Island,Residential,14.0
2336,2020-03-20,Prince Edward Island,Residential,21.74
2337,2020-03-24,Prince Edward Island,Residential,21.94
2338,2020-03-26,Prince Edward Island,Residential,22.45
2339,2020-02-16,Quebec,Retail & recreation,9.68
2340,2020-02-18,Quebec,Retail & recreation,-10.32
2341,2020-02-20,Quebec,Retail & recreation,1.48
2342,2020-02-22,Quebec,Retail & recreation,5.95
2343,2020-02-24,Quebec,Retail & recreation,1.62
2344,2020-02-26,Quebec,Retail & recreation,-0.23
2345,2020-02-28,Quebec,Retail & recreation,-1.23
2346,2020-03-01,Quebec,Retail & recreation,14.39
2347,2020-02-18,Prince Edward Island,Retail & recreation,3.42
2348,2020-02-20,Prince Edward Island,Retail & recreation,7.17
2349,2020-02-22,Prince Edward Island,Retail & recreation,-1.0
2350,2020-02-24,Prince Edward Island,Retail & recreation,-2.55
2351,2020-02-26,Prince Edward Island,Retail & recreation,6.69
2352,2020-02-28,Prince Edward Island,Retail & recreation,0.89
2353,2020-03-01,Prince Edward Island,Retail & recreation,-11.54
2354,2020-03-03,Prince Edward Island,Retail & recreation,0.46
2355,2020-03-05,Prince Edward Island,Retail & recreation,4.83
2356,2020-03-07,Prince Edward Island,Retail & recreation,-6.58
2357,2020-03-09,Prince Edward Island,Retail & recreation,-6.26
2358,2020-03-11,Prince Edward Island,Retail & recreation,-1.12
2359,2020-03-13,Prince Edward Island,Retail & recreation,-4.6
2360,2020-03-15,Prince Edward Island,Retail & recreation,-3.18
2361,2020-03-17,Prince Edward Island,Retail & recreation,-31.2
2362,2020-03-19,Prince Edward Island,Retail & recreation,-42.98
2363,2020-03-21,Prince Edward Island,Retail & recreation,-60.1
2364,2020-03-23,Prince Edward Island,Retail & recreation,-56.59
2365,2020-03-25,Prince Edward Island,Retail & recreation,-53.11
2366,2020-03-27,Prince Edward Island,Retail & recreation,-60.85
2367,2020-03-29,Prince Edward Island,Retail & recreation,-42.54
2368,2020-02-17,Prince Edward Island,Grocery & pharmacy,-59.84
2369,2020-02-19,Prince Edward Island,Grocery & pharmacy,-4.83
2370,2020-02-21,Prince Edward Island,Grocery & pharmacy,-5.47
2371,2020-02-23,Prince Edward Island,Grocery & pharmacy,10.74
2372,2020-02-25,Prince Edward Island,Grocery & pharmacy,0.38
2373,2020-02-27,Prince Edward Island,Grocery & pharmacy,5.74
2374,2020-02-29,Prince Edward Island,Grocery & pharmacy,-0.3
2375,2020-03-02,Prince Edward Island,Grocery & pharmacy,2.0
2376,2020-03-04,Prince Edward Island,Grocery & pharmacy,-4.02
2377,2020-03-06,Prince Edward Island,Grocery & pharmacy,0.67
2378,2020-03-08,Prince Edward Island,Grocery & pharmacy,14.51
2379,2020-03-10,Prince Edward Island,Grocery & pharmacy,-1.6
2380,2020-03-12,Prince Edward Island,Grocery & pharmacy,16.47
2381,2020-03-14,Prince Edward Island,Grocery & pharmacy,11.37
2382,2020-03-16,Prince Edward Island,Grocery & pharmacy,13.65
2383,2020-03-18,Prince Edward Island,Grocery & pharmacy,7.22
2384,2020-03-20,Prince Edward Island,Grocery & pharmacy,-21.17
2385,2020-03-22,Prince Edward Island,Grocery & pharmacy,-21.52
2386,2020-03-24,Prince Edward Island,Grocery & pharmacy,-30.83
2387,2020-03-26,Prince Edward Island,Grocery & pharmacy,-26.45
2388,2020-03-28,Prince Edward Island,Grocery & pharmacy,-26.35
2389,2020-02-16,Prince Edward Island,Workplace,11.81
2390,2020-02-18,Prince Edward Island,Workplace,0.2
2391,2020-02-20,Prince Edward Island,Workplace,-2.16
2392,2020-02-22,Prince Edward Island,Workplace,-2.59
2393,2020-02-24,Prince Edward Island,Workplace,-3.25
2394,2020-02-26,Prince Edward Island,Workplace,-1.56
2395,2020-02-28,Prince Edward Island,Workplace,-13.51
2396,2020-03-01,Prince Edward Island,Workplace,-1.57
2397,2020-03-03,Prince Edward Island,Workplace,0.58
2398,2020-03-05,Prince Edward Island,Workplace,-2.36
2399,2020-03-07,Prince Edward Island,Workplace,-2.08
2400,2020-03-09,Prince Edward Island,Workplace,1.42
2401,2020-03-11,Prince Edward Island,Workplace,-0.2
2402,2020-03-13,Prince Edward Island,Workplace,-3.22
2403,2020-03-15,Prince Edward Island,Workplace,2.36
2404,2020-03-17,Prince Edward Island,Workplace,-34.58
2405,2020-03-19,Prince Edward Island,Workplace,-47.65
2406,2020-03-21,Prince Edward Island,Workplace,-38.34
2407,2020-03-23,Prince Edward Island,Workplace,-52.75
2408,2020-03-25,Prince Edward Island,Workplace,-56.25
2409,2020-03-27,Prince Edward Island,Workplace,-55.64
2410,2020-03-29,Prince Edward Island,Workplace,-33.86
2411,2020-02-18,Prince Edward Island,Residential,-0.13
2412,2020-02-20,Prince Edward Island,Residential,1.04
2413,2020-02-24,Prince Edward Island,Residential,1.46
2414,2020-02-26,Prince Edward Island,Residential,0.0
2415,2020-02-28,Prince Edward Island,Residential,3.83
2416,2020-03-03,Prince Edward Island,Residential,0.71
2417,2020-03-05,Prince Edward Island,Residential,1.97
2418,2020-03-09,Prince Edward Island,Residential,1.59
2419,2020-03-11,Prince Edward Island,Residential,0.95
2420,2020-03-13,Prince Edward Island,Residential,3.48
2421,2020-03-17,Prince Edward Island,Residential,12.14
2422,2020-03-19,Prince Edward Island,Residential,16.49
2423,2020-03-23,Prince Edward Island,Residential,19.07
2424,2020-03-25,Prince Edward Island,Residential,19.73
2425,2020-03-27,Prince Edward Island,Residential,25.1
2426,2020-02-17,Quebec,Retail & recreation,3.27
2427,2020-02-19,Quebec,Retail & recreation,-3.2
2428,2020-02-21,Quebec,Retail & recreation,-0.89
2429,2020-02-23,Quebec,Retail & recreation,12.35
2430,2020-02-25,Quebec,Retail & recreation,2.3
2431,2020-02-27,Quebec,Retail & recreation,-22.97
2432,2020-02-29,Quebec,Retail & recreation,6.2
2433,2020-03-02,Quebec,Retail & recreation,6.0
2434,2020-03-04,Quebec,Retail & recreation,6.76
2435,2020-03-06,Quebec,Retail & recreation,0.67
2436,2020-03-03,Quebec,Retail & recreation,11.02
2437,2020-03-05,Quebec,Retail & recreation,11.21
2438,2020-03-07,Quebec,Retail & recreation,6.27
2439,2020-03-09,Quebec,Retail & recreation,1.61
2440,2020-03-11,Quebec,Retail & recreation,3.28
2441,2020-03-13,Quebec,Retail & recreation,-13.01
2442,2020-03-15,Quebec,Retail & recreation,-16.74
2443,2020-03-17,Quebec,Retail & recreation,-36.51
2444,2020-03-19,Quebec,Retail & recreation,-39.7
2445,2020-03-21,Quebec,Retail & recreation,-53.85
2446,2020-03-23,Quebec,Retail & recreation,-44.4
2447,2020-03-25,Quebec,Retail & recreation,-60.45
2448,2020-03-27,Quebec,Retail & recreation,-62.6
2449,2020-03-29,Quebec,Retail & recreation,-70.39
2450,2020-02-17,Quebec,Grocery & pharmacy,0.83
2451,2020-02-19,Quebec,Grocery & pharmacy,-3.74
2452,2020-02-21,Quebec,Grocery & pharmacy,-3.45
2453,2020-02-23,Quebec,Grocery & pharmacy,10.05
2454,2020-02-25,Quebec,Grocery & pharmacy,3.01
2455,2020-02-27,Quebec,Grocery & pharmacy,-20.2
2456,2020-02-29,Quebec,Grocery & pharmacy,3.95
2457,2020-03-02,Quebec,Grocery & pharmacy,-0.01
2458,2020-03-04,Quebec,Grocery & pharmacy,0.42
2459,2020-03-06,Quebec,Grocery & pharmacy,-6.6
2460,2020-03-08,Quebec,Grocery & pharmacy,7.75
2461,2020-03-10,Quebec,Grocery & pharmacy,-8.35
2462,2020-03-12,Quebec,Grocery & pharmacy,27.62
2463,2020-03-14,Quebec,Grocery & pharmacy,9.67
2464,2020-03-16,Quebec,Grocery & pharmacy,5.15
2465,2020-03-18,Quebec,Grocery & pharmacy,4.3
2466,2020-03-20,Quebec,Grocery & pharmacy,-11.32
2467,2020-03-22,Quebec,Grocery & pharmacy,-19.89
2468,2020-03-24,Quebec,Grocery & pharmacy,-17.58
2469,2020-03-26,Quebec,Grocery & pharmacy,-22.29
2470,2020-03-28,Quebec,Grocery & pharmacy,-31.3
2471,2020-02-16,Quebec,Parks,46.69
2472,2020-02-18,Quebec,Parks,-7.36
2473,2020-02-20,Quebec,Parks,-3.89
2474,2020-02-22,Quebec,Parks,30.7
2475,2020-02-24,Quebec,Parks,26.36
2476,2020-02-26,Quebec,Parks,-3.54
2477,2020-02-28,Quebec,Parks,-13.0
2478,2020-03-01,Quebec,Parks,26.07
2479,2020-03-03,Quebec,Parks,18.9
2480,2020-03-05,Quebec,Parks,25.21
2481,2020-03-07,Quebec,Parks,25.34
2482,2020-03-09,Quebec,Parks,12.65
2483,2020-03-11,Quebec,Parks,-2.84
2484,2020-03-13,Quebec,Parks,-38.4
2485,2020-03-15,Quebec,Parks,3.78
2486,2020-03-17,Quebec,Parks,-30.03
2487,2020-03-19,Quebec,Parks,-1.16
2488,2020-03-21,Quebec,Parks,-14.29
2489,2020-03-23,Quebec,Parks,-41.12
2490,2020-03-25,Quebec,Parks,-19.45
2491,2020-03-27,Quebec,Parks,-14.24
2492,2020-03-29,Quebec,Parks,-67.5
2493,2020-02-17,Quebec,Transit stations,-1.01
2494,2020-02-19,Quebec,Transit stations,0.46
2495,2020-02-21,Quebec,Transit stations,0.4
2496,2020-02-23,Quebec,Transit stations,3.62
2497,2020-02-25,Quebec,Transit stations,-2.03
2498,2020-02-27,Quebec,Transit stations,-9.63
2499,2020-02-29,Quebec,Transit stations,12.61
2500,2020-03-02,Quebec,Transit stations,-7.72
2501,2020-03-04,Quebec,Transit stations,-8.68
2502,2020-03-06,Quebec,Transit stations,-7.63
2503,2020-03-08,Quebec,Transit stations,1.58
2504,2020-03-10,Quebec,Transit stations,-6.95
2505,2020-03-12,Quebec,Transit stations,-5.54
2506,2020-03-14,Quebec,Transit stations,-20.87
2507,2020-03-16,Quebec,Transit stations,-43.04
2508,2020-03-18,Quebec,Transit stations,-52.5
2509,2020-03-20,Quebec,Transit stations,-58.89
2510,2020-03-22,Quebec,Transit stations,-56.46
2511,2020-03-24,Quebec,Transit stations,-67.31
2512,2020-03-26,Quebec,Transit stations,-72.67
2513,2020-03-28,Quebec,Transit stations,-64.35
2514,2020-02-16,Quebec,Workplace,4.17
2515,2020-02-18,Quebec,Workplace,0.81
2516,2020-02-20,Quebec,Workplace,1.46
2517,2020-02-22,Quebec,Workplace,3.09
2518,2020-02-24,Quebec,Workplace,1.74
2519,2020-02-26,Quebec,Workplace,0.52
2520,2020-02-28,Quebec,Workplace,-0.07
2521,2020-03-01,Quebec,Workplace,4.99
2522,2020-03-03,Quebec,Workplace,-13.46
2523,2020-03-05,Quebec,Workplace,-14.3
2524,2020-03-07,Quebec,Workplace,1.62
2525,2020-03-09,Quebec,Workplace,-0.88
2526,2020-03-11,Quebec,Workplace,1.32
2527,2020-03-13,Quebec,Workplace,-14.89
2528,2020-03-15,Quebec,Workplace,-5.84
2529,2020-03-17,Quebec,Workplace,-37.2
2530,2020-03-19,Quebec,Workplace,-43.53
2531,2020-03-21,Quebec,Workplace,-32.5
2532,2020-03-23,Quebec,Workplace,-49.09
2533,2020-03-25,Quebec,Workplace,-64.47
2534,2020-03-27,Quebec,Workplace,-64.26
2535,2020-03-29,Quebec,Workplace,-44.95
2536,2020-02-17,Quebec,Residential,0.47
2537,2020-02-19,Quebec,Residential,0.91
2538,2020-02-21,Quebec,Residential,0.8
2539,2020-02-23,Quebec,Residential,-1.48
2540,2020-02-25,Quebec,Residential,0.16
2541,2020-02-27,Quebec,Residential,7.91
2542,2020-03-08,Quebec,Retail & recreation,10.49
2543,2020-03-10,Quebec,Retail & recreation,-7.36
2544,2020-03-12,Quebec,Retail & recreation,8.1
2545,2020-03-14,Quebec,Retail & recreation,-15.88
2546,2020-03-16,Quebec,Retail & recreation,-21.43
2547,2020-03-18,Quebec,Retail & recreation,-35.6
2548,2020-03-20,Quebec,Retail & recreation,-50.56
2549,2020-03-22,Quebec,Retail & recreation,-53.36
2550,2020-03-24,Quebec,Retail & recreation,-51.11
2551,2020-03-26,Quebec,Retail & recreation,-60.66
2552,2020-03-28,Quebec,Retail & recreation,-65.16
2553,2020-02-16,Quebec,Grocery & pharmacy,7.12
2554,2020-02-18,Quebec,Grocery & pharmacy,-10.23
2555,2020-02-20,Quebec,Grocery & pharmacy,0.2
2556,2020-02-22,Quebec,Grocery & pharmacy,2.09
2557,2020-02-24,Quebec,Grocery & pharmacy,0.79
2558,2020-02-26,Quebec,Grocery & pharmacy,2.95
2559,2020-02-28,Quebec,Grocery & pharmacy,-0.71
2560,2020-03-01,Quebec,Grocery & pharmacy,11.08
2561,2020-03-03,Quebec,Grocery & pharmacy,3.68
2562,2020-03-05,Quebec,Grocery & pharmacy,4.05
2563,2020-03-07,Quebec,Grocery & pharmacy,0.78
2564,2020-03-09,Quebec,Grocery & pharmacy,-0.53
2565,2020-03-11,Quebec,Grocery & pharmacy,2.65
2566,2020-03-13,Quebec,Grocery & pharmacy,29.74
2567,2020-03-15,Quebec,Grocery & pharmacy,6.63
2568,2020-03-17,Quebec,Grocery & pharmacy,-3.33
2569,2020-03-19,Quebec,Grocery & pharmacy,3.13
2570,2020-03-21,Quebec,Grocery & pharmacy,-15.1
2571,2020-03-23,Quebec,Grocery & pharmacy,-13.49
2572,2020-03-25,Quebec,Grocery & pharmacy,-25.4
2573,2020-03-27,Quebec,Grocery & pharmacy,-26.13
2574,2020-03-29,Quebec,Grocery & pharmacy,-44.41
2575,2020-02-17,Quebec,Parks,29.14
2576,2020-02-19,Quebec,Parks,-2.53
2577,2020-02-21,Quebec,Parks,-5.66
2578,2020-02-23,Quebec,Parks,50.63
2579,2020-02-25,Quebec,Parks,9.65
2580,2020-02-27,Quebec,Parks,-25.17
2581,2020-02-29,Quebec,Parks,1.84
2582,2020-03-02,Quebec,Parks,9.01
2583,2020-03-04,Quebec,Parks,-1.06
2584,2020-03-06,Quebec,Parks,-7.26
2585,2020-03-08,Quebec,Parks,21.65
2586,2020-03-10,Quebec,Parks,-19.97
2587,2020-03-12,Quebec,Parks,0.71
2588,2020-03-14,Quebec,Parks,-13.09
2589,2020-03-16,Quebec,Parks,2.64
2590,2020-03-18,Quebec,Parks,-0.31
2591,2020-03-20,Quebec,Parks,-45.32
2592,2020-03-22,Quebec,Parks,-8.1
2593,2020-03-24,Quebec,Parks,-17.22
2594,2020-03-26,Quebec,Parks,-31.63
2595,2020-03-28,Quebec,Parks,-19.15
2596,2020-02-16,Quebec,Transit stations,1.95
2597,2020-02-18,Quebec,Transit stations,-1.89
2598,2020-02-20,Quebec,Transit stations,-1.91
2599,2020-02-22,Quebec,Transit stations,6.82
2600,2020-02-24,Quebec,Transit stations,-2.73
2601,2020-02-26,Quebec,Transit stations,-2.39
2602,2020-02-28,Quebec,Transit stations,4.75
2603,2020-03-01,Quebec,Transit stations,11.25
2604,2020-03-03,Quebec,Transit stations,-7.81
2605,2020-03-05,Quebec,Transit stations,-7.28
2606,2020-03-07,Quebec,Transit stations,6.21
2607,2020-03-09,Quebec,Transit stations,-5.05
2608,2020-03-11,Quebec,Transit stations,-2.87
2609,2020-03-13,Quebec,Transit stations,-22.83
2610,2020-03-15,Quebec,Transit stations,-27.69
2611,2020-03-17,Quebec,Transit stations,-51.88
2612,2020-03-19,Quebec,Transit stations,-55.47
2613,2020-03-21,Quebec,Transit stations,-52.28
2614,2020-03-23,Quebec,Transit stations,-65.97
2615,2020-03-25,Quebec,Transit stations,-71.11
2616,2020-03-27,Quebec,Transit stations,-69.66
2617,2020-03-29,Quebec,Transit stations,-74.54
2618,2020-02-17,Quebec,Workplace,-0.02
2619,2020-02-19,Quebec,Workplace,1.14
2620,2020-02-21,Quebec,Workplace,0.73
2621,2020-02-23,Quebec,Workplace,5.68
2622,2020-02-25,Quebec,Workplace,1.58
2623,2020-02-27,Quebec,Workplace,-12.72
2624,2020-02-29,Quebec,Workplace,3.4
2625,2020-03-02,Quebec,Workplace,-13.96
2626,2020-03-04,Quebec,Workplace,-14.31
2627,2020-03-06,Quebec,Workplace,-14.8
2628,2020-03-08,Quebec,Workplace,3.5
2629,2020-03-10,Quebec,Workplace,-3.59
2630,2020-03-12,Quebec,Workplace,1.43
2631,2020-03-14,Quebec,Workplace,-3.73
2632,2020-03-16,Quebec,Workplace,-29.74
2633,2020-03-18,Quebec,Workplace,-40.61
2634,2020-03-20,Quebec,Workplace,-45.53
2635,2020-03-22,Quebec,Workplace,-32.13
2636,2020-03-24,Quebec,Workplace,-55.5
2637,2020-03-26,Quebec,Workplace,-65.18
2638,2020-03-28,Quebec,Workplace,-46.57
2639,2020-02-16,Quebec,Residential,-0.77
2640,2020-02-18,Quebec,Residential,1.68
2641,2020-02-20,Quebec,Residential,0.11
2642,2020-02-22,Quebec,Residential,-0.14
2643,2020-02-24,Quebec,Residential,0.11
2644,2020-02-26,Quebec,Residential,0.82
2645,2020-02-28,Quebec,Residential,1.27
2646,2020-03-01,Quebec,Residential,-1.71
2647,2020-03-03,Quebec,Residential,2.08
2648,2020-02-29,Quebec,Residential,0.12
2649,2020-03-02,Quebec,Residential,2.77
2650,2020-03-04,Quebec,Residential,3.13
2651,2020-03-06,Quebec,Residential,3.62
2652,2020-03-08,Quebec,Residential,-0.82
